image_path,label,split
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_26948393_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_624679_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_37797910_speed_pitch.png,canadian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38400241_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39691140_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_35260777_noise_pitch.png,canadian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_17488326_speed.png,australian,test
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_19728321_pitch_speed.png,scottish,test
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_28132131_pitch_pitch.png,canadian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_37007728_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39603450_speed_noise.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_25705670_pitch_noise.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_620055_speed.png,australian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_35722190_noise_noise.png,slavic,test
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_12977_noise_pitch.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_568153_speed.png,filipino,train
data/dataset/spectrograms/test/Slavic_dataset_common_voice_en_37301235.png,slavic,test
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_40459410_speed.png,australian,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_608273_noise_pitch.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19994917_speed_speed.png,scottish,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_37071748_noise.png,american,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_37035266_speed.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_19618786_speed.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_184841_noise.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_20311852_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_20617_speed_noise.png,american,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_3_common_voice_en_33740536_speed_speed_speed.png,slavic,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_19083871_pitch.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_33985674_speed.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_39947323_pitch.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_127785_speed.png,american,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_13465_noise.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_32684995_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_22088825_pitch_noise.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_27483506_noise.png,irish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_33316292_pitch_noise.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_32647377_noise.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_10324151_noise_speed.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32675759_pitch_pitch.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39691140_noise_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_35098249_speed_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_211004_pitch.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_32929052_pitch_noise_speed.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_67953_speed_noise.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_644530_speed_speed.png,india,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_109015_noise.png,scottish,test
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_39616682_speed_pitch.png,scottish,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_32783329_noise_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_41870878_speed.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_482058_noise.png,australian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_39998998_speed_speed.png,slavic,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38594611_noise_speed_pitch.png,slavic,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_37800528_noise_speed.png,american,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30614016_pitch_speed.png,american,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_37528103_speed_noise.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_18585459_noise_noise.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_32641336_speed.png,england,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_1_common_voice_en_40976006_noise.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_32793_speed_pitch.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_554970_noise.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_101380_speed_noise.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_22772697_speed.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_41047776_pitch_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_35782.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_31189001_speed_speed.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_38464809_pitch_pitch.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_25208748_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_28073035_speed_speed_noise.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_19650225_speed_speed.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19734816_noise_pitch.png,filipino,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_41870878_pitch.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_564707_pitch.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_38096741_noise.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_196311.png,canadian,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_46118_noise.png,canadian,test
data/dataset/spectrograms/train/India_dataset_common_voice_en_37318569.png,india,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_33046.png,american,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_36982316.png,england,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_492298_noise_noise.png,canadian,test
data/dataset/spectrograms/train/American_dataset_common_voice_en_129931.png,american,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_206520_noise.png,canadian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38019562_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_27775208_speed_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_17283723.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_21932298_noise_speed.png,irish,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_32655447_noise.png,england,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_19599185_speed.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_22755254_speed_speed.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_20900_noise.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_19599185_pitch_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_17561641_noise.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37841857_pitch_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_18585459_pitch_speed.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_30608684_speed_speed.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_37037383_noise.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_650491_pitch_noise.png,irish,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_37119578_pitch.png,australian,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_508380_noise_pitch.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19727633_noise_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_40329502_noise.png,american,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_656288_noise_pitch_speed.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_358499_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37565619_speed_speed.png,filipino,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_24787869_pitch_pitch.png,scottish,test
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_38865275_speed.png,india,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_19238624_speed.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_30883219_speed.png,american,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39605004_speed_speed.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_40943937_pitch_pitch_noise.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_17655001_speed.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_564707_noise_speed.png,filipino,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_20304427_speed_speed.png,canadian,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_17782044_pitch_pitch.png,irish,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19734816_speed_speed_speed.png,filipino,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_19456200_speed.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_31489951_speed_noise.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_25237716_speed_speed.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_34296074_pitch_pitch_pitch.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_554378_speed.png,american,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_28678198_noise_pitch.png,filipino,test
